# -b
0.192440	5.669954
-0.657114	5.195893
-1.262597	5.062123
-1.560645	4.874377
-1.936139	4.686630
-2.410200	4.874377
-2.771612	4.951822
# -b
-2.771612	4.951822
-3.301997	5.052736
-3.832382	5.184159
-4.679589	5.106713
-5.341397	5.008146
-5.585468	4.984678
-6.080650	4.796931
-6.444409	4.677242
-6.787047	4.543473
-7.106217	4.388582
-7.491098	4.257159
# -b
-7.491098	4.257159
-8.164639	4.489496
-8.835834	4.808665
-9.464786	5.339050
-9.807424	5.681688
# -b
-9.807424	5.681688
-10.204039	5.989123
-10.523209	6.132280
-10.800135	6.364617
-11.009004	6.409207
-11.152161	6.507774
-11.196750	6.594607
-11.131039	6.639197
-11.307052	6.761232
-11.351642	6.803475
# -b
-11.351642	6.803475
-11.790500	7.047546
-12.299763	7.256414
-12.365474	7.453548
-12.705765	7.728128
-12.794945	8.035563
-13.036669	8.122396
-13.048403	8.364120
-12.982692	8.495543
-13.114115	8.692677
-13.114115	8.856956
-13.179826	9.011847
-13.179826	9.011847
# -b
-13.179826	9.011847
-13.325330	9.262958
-13.522464	9.481214
-13.653887	9.678348
-13.919079	9.938847
-14.029380	9.971702
# -b
-12.431186	7.498138
-12.541487	7.530994
-12.762089	7.486404
-12.586077	7.366715
-12.431186	7.498138
-12.431186	7.498138
# -b
-49.917183	-0.018775
-49.863206	0.225296
-49.863206	0.225296
# -b
-50.027484	0.957509
-49.961773	1.300147
-49.863206	1.731964
-49.863206	1.731964
# -b
-59.708179	8.277287
-59.905313	8.462687
# -b
-57.060949	5.791989
-57.161863	6.066569
-57.391853	6.308293
-57.657045	6.585219
-57.987949	6.836331
-58.396299	6.836331
-58.518334	6.803475
-58.462010	7.014690
-58.494866	7.354981
-58.649757	7.606093
-58.947805	7.847817
-59.356154	8.220963
-59.642468	8.375855
-59.642468	8.265553
-59.708179	8.277287
-59.708179	8.277287
# -b
-54.028838	5.482207
-53.986595	5.791989
-54.779826	5.968002
-55.045018	5.956268
-55.307863	5.890556
-55.805393	5.857700
-55.925081	5.824845
-56.500056	5.902290
-56.863815	6.012592
-56.974116	5.857700
-57.060949	5.791989
# -b
-51.592823	4.069412
-51.571702	4.299402
-51.825160	4.510617
-52.165451	4.841521
-52.454112	5.106713
-53.047861	5.383640
-53.512535	5.538531
-53.742524	5.714544
-53.909150	5.547918
-54.028838	5.482207
# -b
-50.194110	0.457633
-50.337267	0.314476
-50.215231	0.058671
-50.048606	0.037549
# -b
-49.863206	0.225296
-50.126052	0.335597
-50.194110	0.457633
# -b
-50.931016	-0.007041
-50.578991	0.326210
-50.280943	0.701704
-50.027484	0.957509
-50.027484	0.957509
# -b
-49.863206	1.731964
-50.445221	1.910324
-50.555522	2.285817
-50.820715	2.994562
-50.963872	3.625860
-51.053051	3.935643
-51.294775	4.233691
-51.383955	4.290015
-51.482522	4.057678
-51.592823	4.069412
# -b
-59.905313	8.462687
-60.182240	8.594110
-60.501410	8.408710
-60.778336	8.486156
-60.954349	8.584723
-60.677422	8.671556
-60.733746	8.758389
-60.820579	9.239490
-61.163217	9.546925
-61.395554	9.600903
-61.559832	9.699470
-61.726458	9.798037
-61.792169	9.852014
-61.857880	9.842627
-62.132460	9.875482
-62.409387	9.896604
-62.409387	9.896604
# -b
-80.038812	9.065824
-79.851065	9.239490
-79.719642	9.591515
-79.254969	9.612637
-79.111812	9.546925
-78.726931	9.469480
-78.297460	9.361525
-77.954822	9.131535
-77.713098	8.934401
-77.569942	8.781857
# -b
-77.900845	7.244680
-78.229402	7.596705
-78.339703	8.068419
-78.196546	8.375855
-78.187159	8.486156
-78.583774	8.626966
-79.078957	8.922667
-79.642197	8.856956
-79.907389	8.429832
-79.907389	8.429832
# -b
-77.900845	7.244680
-77.745954	6.937245
-77.635653	6.716642
-77.415050	6.585219
-77.424438	6.266050
-77.424438	5.935146
-77.370461	5.669954
-77.525352	5.526797
-77.469028	5.339050
-77.391582	4.764075
-77.370461	4.477761
-77.492496	4.102268
-77.415050	3.858197
-77.084147	3.902787
-77.060678	3.747896
-77.227304	3.548415
-77.480762	3.294957
-77.635653	3.062620
-77.767076	2.717635
-78.032268	2.607334
-78.384293	2.574478
-78.583774	2.398466
-78.682341	2.121539
-78.628364	1.832878
-78.715197	1.800023
-78.968655	1.633397
-78.992124	1.478506
-78.881822	1.377592
-78.881822	1.377592
# -b
-78.870088	1.377592
-79.189258	1.112400
-79.585873	0.901185
-79.829944	0.823739
-79.829944	0.823739
# -b
-75.671352	10.016292
-75.683086	9.666614
-75.826243	9.436624
-76.147759	9.349791
-76.344894	8.988379
-76.720387	8.725533
-76.908134	8.540133
-76.764977	8.420444
-76.764977	8.211576
-76.786099	7.981586
-76.962111	7.981586
-77.051291	8.211576
-77.248425	8.462687
-77.415050	8.650434
-77.569942	8.781857
-77.569942	8.781857
# -b
-71.317973	10.114859
-71.064515	9.481214
-71.085636	9.218368
-71.493985	9.021234
-71.669998	9.251224
-71.935190	9.600903
-72.012636	9.875482
-72.012636	9.875482
# -b
-81.803632	7.707007
-81.878731	7.584971
-81.747308	7.298657
-81.714452	7.683538
-81.803632	7.707007
# -b
-83.235202	10.114859
-82.817465	9.732325
-82.718898	9.678348
# -b
-82.718898	9.678348
-82.474827	9.535191
-82.254224	9.262958
-82.155657	9.328670
-82.167392	9.011847
-81.735574	9.011847
-81.284982	8.835834
-80.897754	8.955523
-80.533994	9.086946
-80.092789	9.328670
-80.038812	9.065824
-80.038812	9.065824
# -b
-79.907389	8.429832
-80.435427	8.166986
-80.390837	7.871285
-80.137379	7.629561
